ticket_id,ticket_date,channel,product,issue_type,sentiment,priority,resolution_status,resolution_time_hours,customer_satisfaction
TKT508290,2025-01-14,Social,Payments,Login Issue,Positive,Medium,Pending,34.8,4.4
TKT510867,2025-01-14,Chat,Payments,Payment Failed,Negative,High,Pending,30.2,2.5
TKT507348,2025-01-14,Phone,Mobile App,Account Access,Negative,Medium,Resolved,28.9,2.6
TKT506120,2025-01-14,Email,Mobile App,Payment Failed,Negative,Medium,Pending,38.7,2.4
TKT504075,2025-01-15,Chat,Mobile App,Login Issue,Negative,High,Pending,32.7,2.4
TKT505059,2025-01-15,Email,Cards,Account Access,Negative,Medium,Pending,40.1,3.1
TKT504272,2025-01-15,Phone,Loans,Login Issue,Negative,High,Pending,36.7,4.1
TKT500003,2025-01-15,Chat,Payments,App Bug,Positive,Medium,Resolved,17.1,2.9
TKT506740,2025-01-15,Phone,Mobile App,Payment Failed,Negative,Low,Resolved,28.7,2.7
TKT508909,2025-01-15,Chat,Mobile App,Account Access,Negative,High,Pending,39.0,2.7
TKT511012,2025-01-15,Social,Account,Account Access,Neutral,High,Pending,36.8,4.2
TKT507657,2025-01-15,Email,Mobile App,Refund Delay,Negative,Low,Pending,37.6,2.6
TKT505393,2025-01-15,Phone,Mobile App,Loan Query,Neutral,Low,Pending,38.6,4.4
TKT510045,2025-01-15,Phone,Payments,Loan Query,Positive,Medium,Resolved,28.6,3.1
TKT502334,2025-01-15,Phone,Loans,Refund Delay,Neutral,Low,Resolved,27.4,3.8
TKT511104,2025-01-15,Phone,Cards,Payment Failed,Neutral,Medium,Resolved,26.5,4.0
TKT511375,2025-01-15,Email,Mobile App,Refund Delay,Positive,Low,Pending,46.1,3.7
TKT509355,2025-01-15,Social,Payments,Card Issue,Negative,High,Pending,46.7,1.9
TKT502011,2025-01-15,Email,Mobile App,Loan Query,Negative,High,Escalated,59.7,2.8
TKT503366,2025-01-15,Chat,Mobile App,Payment Failed,Negative,High,Resolved,27.4,2.3
TKT511779,2025-01-15,Chat,Mobile App,Card Issue,Neutral,Medium,Resolved,20.7,4.0
TKT506196,2025-01-15,Email,Mobile App,Login Issue,Neutral,Critical,Pending,47.2,3.7
TKT508442,2025-01-15,Chat,Mobile App,App Bug,Neutral,Medium,Resolved,16.6,4.4
TKT503083,2025-01-15,Email,Loans,Refund Delay,Negative,Low,Escalated,57.7,2.1
TKT511335,2025-01-15,Social,Mobile App,Card Issue,Neutral,High,Pending,48.8,3.9
TKT508281,2025-01-15,Phone,Payments,Login Issue,Negative,Low,Pending,35.8,1.1
TKT509077,2025-01-15,Chat,Account,Payment Failed,Neutral,High,Pending,45.1,4.3
TKT509812,2025-01-16,Chat,Mobile App,Payment Failed,Neutral,Low,Resolved,20.9,3.6
TKT511221,2025-01-16,Email,Mobile App,Loan Query,Positive,Low,Pending,32.4,3.4
TKT503185,2025-01-16,Phone,Payments,Login Issue,Positive,High,Pending,50.9,4.0
TKT505808,2025-01-16,Chat,Payments,Refund Delay,Negative,Low,Resolved,14.5,3.0
TKT502881,2025-01-16,Chat,Payments,Loan Query,Negative,High,Pending,32.9,2.6
TKT502917,2025-01-16,Social,Cards,Card Issue,Negative,Low,Resolved,23.4,2.1
TKT511351,2025-01-16,Chat,Payments,Payment Failed,Neutral,Medium,Pending,30.5,4.5
TKT502205,2025-01-16,Phone,Cards,Card Issue,Neutral,Medium,Pending,33.6,4.2
TKT511202,2025-01-16,Social,Loans,Account Access,Positive,Critical,Pending,41.8,3.6
TKT510349,2025-01-16,Chat,Cards,Account Access,Negative,Medium,Resolved,19.8,2.5
TKT507064,2025-01-16,Chat,Loans,Payment Failed,Negative,Low,Pending,47.2,2.8
TKT510011,2025-01-16,Phone,Account,Payment Failed,Negative,Critical,Pending,38.8,2.4
TKT502699,2025-01-16,Chat,Cards,Login Issue,Negative,High,Resolved,25.2,1.5
TKT500300,2025-01-16,Chat,Account,Login Issue,Negative,High,Resolved,21.4,2.1
TKT507628,2025-01-16,Email,Loans,Payment Failed,Positive,Critical,Pending,46.5,2.8
TKT509340,2025-01-16,Email,Account,Refund Delay,Negative,High,Escalated,62.0,2.5
TKT508421,2025-01-16,Phone,Cards,Card Issue,Positive,Medium,Pending,31.1,3.2
TKT501128,2025-01-16,Email,Cards,Refund Delay,Negative,High,Pending,41.4,1.7
TKT508944,2025-01-16,Chat,Account,Card Issue,Negative,High,Resolved,25.3,2.6
TKT500884,2025-01-17,Chat,Payments,Payment Failed,Negative,Low,Resolved,15.0,2.3
TKT508492,2025-01-17,Chat,Cards,App Bug,Neutral,Critical,Pending,33.4,3.1
TKT503912,2025-01-17,Email,Account,App Bug,Negative,High,Pending,51.5,3.8
TKT501139,2025-01-17,Chat,Account,Login Issue,Positive,High,Resolved,27.4,4.1
TKT501882,2025-01-17,Email,Loans,Login Issue,Negative,Low,Pending,41.4,2.2
TKT506539,2025-01-17,Chat,Mobile App,Account Access,Positive,Medium,Resolved,19.7,4.2
TKT502761,2025-01-17,Chat,Account,Refund Delay,Neutral,Medium,Resolved,13.3,2.7
TKT502160,2025-01-17,Chat,Cards,Payment Failed,Negative,Medium,Resolved,18.8,2.5
TKT503964,2025-01-17,Chat,Payments,Card Issue,Negative,High,Pending,35.5,2.5
TKT507785,2025-01-17,Email,Loans,Card Issue,Positive,Medium,Pending,32.7,4.3
TKT507897,2025-01-17,Email,Payments,App Bug,Negative,Medium,Pending,43.4,2.1
TKT508894,2025-01-17,Phone,Loans,Login Issue,Positive,Low,Resolved,20.0,4.0
TKT500614,2025-01-17,Email,Account,Account Access,Negative,High,Pending,40.5,2.9
TKT509239,2025-01-17,Phone,Cards,Login Issue,Negative,High,Pending,50.8,3.9
TKT510015,2025-01-17,Social,Payments,Refund Delay,Positive,Low,Pending,34.5,3.9
TKT509096,2025-01-17,Chat,Mobile App,App Bug,Positive,High,Resolved,28.4,4.2
TKT509329,2025-01-17,Phone,Cards,Payment Failed,Neutral,Critical,Pending,49.0,2.9
TKT500329,2025-01-17,Chat,Payments,Login Issue,Neutral,Critical,Pending,40.2,5.0
TKT505002,2025-01-17,Chat,Payments,Account Access,Positive,Low,Resolved,19.3,3.1
TKT503173,2025-01-17,Chat,Loans,App Bug,Negative,High,Resolved,23.3,1.9
TKT511054,2025-01-18,Social,Cards,Login Issue,Negative,Low,Resolved,27.1,2.4
TKT504913,2025-01-18,Phone,Cards,Card Issue,Positive,Medium,Resolved,20.8,4.1
TKT503313,2025-01-18,Social,Account,Card Issue,Negative,High,Pending,50.8,2.8
TKT509464,2025-01-18,Social,Account,App Bug,Neutral,Low,Resolved,28.2,2.3
TKT510371,2025-01-18,Chat,Account,Loan Query,Neutral,Medium,Resolved,18.4,4.6
TKT510132,2025-01-18,Chat,Cards,Loan Query,Positive,Medium,Resolved,21.4,3.0
TKT503654,2025-01-18,Social,Account,Payment Failed,Negative,High,Pending,42.0,3.6
TKT501747,2025-01-18,Email,Mobile App,Payment Failed,Negative,Medium,Pending,44.6,1.9
TKT503895,2025-01-18,Social,Payments,Account Access,Neutral,High,Pending,37.0,3.2
TKT502145,2025-01-18,Email,Payments,Refund Delay,Negative,High,Pending,46.9,3.4
TKT510142,2025-01-18,Chat,Account,Card Issue,Negative,High,Resolved,22.1,3.4
TKT509035,2025-01-18,Email,Cards,Account Access,Positive,Low,Pending,38.9,3.6
TKT503682,2025-01-18,Phone,Mobile App,Refund Delay,Negative,High,Pending,34.6,3.2
TKT504533,2025-01-18,Email,Cards,Loan Query,Negative,High,Pending,42.2,1.8
TKT506060,2025-01-18,Phone,Mobile App,Card Issue,Neutral,High,Pending,51.0,3.4
TKT511610,2025-01-18,Social,Account,App Bug,Negative,High,Pending,45.9,3.0
TKT501106,2025-01-18,Social,Account,Login Issue,Negative,Medium,Pending,38.8,1.7
TKT502270,2025-01-18,Chat,Mobile App,Payment Failed,Negative,Critical,Pending,32.2,2.6
TKT509045,2025-01-18,Email,Payments,Refund Delay,Neutral,Medium,Pending,36.5,4.6
TKT510815,2025-01-18,Email,Payments,Account Access,Negative,Medium,Pending,31.3,3.0
TKT501961,2025-01-18,Chat,Account,Account Access,Negative,High,Resolved,24.4,2.9
TKT505648,2025-01-18,Chat,Payments,Login Issue,Negative,High,Resolved,19.7,3.0
TKT508690,2025-01-18,Social,Payments,App Bug,Negative,Medium,Resolved,22.1,1.7
TKT503355,2025-01-18,Chat,Mobile App,Refund Delay,Negative,High,Resolved,25.4,2.5
TKT504181,2025-01-18,Chat,Mobile App,App Bug,Neutral,Low,Resolved,15.8,3.7
TKT507116,2025-01-18,Email,Cards,Payment Failed,Positive,Low,Pending,43.6,4.1
TKT508375,2025-01-19,Email,Payments,Card Issue,Negative,High,Pending,39.6,2.6
TKT511338,2025-01-19,Chat,Account,App Bug,Negative,Medium,Resolved,23.7,1.8
TKT511100,2025-01-19,Chat,Mobile App,Account Access,Neutral,Low,Pending,31.6,3.7
TKT509142,2025-01-19,Chat,Loans,Login Issue,Neutral,Medium,Resolved,15.1,4.1
TKT511046,2025-01-19,Email,Payments,Payment Failed,Neutral,Medium,Pending,36.0,3.6
TKT508314,2025-01-19,Chat,Loans,Payment Failed,Negative,Critical,Pending,36.1,1.5
TKT500164,2025-01-19,Chat,Mobile App,Payment Failed,Neutral,Low,Resolved,16.1,4.1
TKT507846,2025-01-19,Chat,Account,Payment Failed,Negative,High,Resolved,26.8,2.7
TKT511135,2025-01-19,Email,Payments,Card Issue,Positive,Medium,Pending,52.6,3.4
TKT504386,2025-01-19,Phone,Account,Card Issue,Positive,Low,Resolved,27.1,3.1
TKT509787,2025-01-19,Email,Payments,Payment Failed,Neutral,Medium,Pending,42.9,3.7
TKT509815,2025-01-19,Chat,Cards,Card Issue,Negative,Low,Pending,37.6,3.3
TKT511676,2025-01-19,Chat,Mobile App,Refund Delay,Negative,Medium,Resolved,19.8,2.9
TKT502387,2025-01-19,Email,Account,App Bug,Neutral,Low,Pending,32.4,3.4
TKT504228,2025-01-19,Email,Mobile App,Payment Failed,Negative,Low,Pending,52.4,2.5
TKT509883,2025-01-19,Chat,Loans,Card Issue,Negative,Low,Resolved,18.9,2.2
TKT501829,2025-01-19,Social,Mobile App,Payment Failed,Neutral,Low,Pending,30.9,3.4
TKT503195,2025-01-19,Email,Cards,App Bug,Neutral,Low,Pending,30.6,4.5
TKT511948,2025-01-19,Chat,Loans,Account Access,Positive,High,Resolved,21.6,3.5
TKT511463,2025-01-19,Phone,Cards,Payment Failed,Neutral,Critical,Pending,34.5,3.7
TKT503693,2025-01-19,Social,Cards,App Bug,Neutral,High,Pending,33.6,4.7
TKT502780,2025-01-19,Email,Cards,Payment Failed,Negative,High,Pending,42.5,2.3
TKT510108,2025-01-19,Email,Mobile App,Login Issue,Negative,Medium,Pending,43.1,2.3
TKT509118,2025-01-19,Email,Cards,Payment Failed,Negative,Critical,Pending,51.1,2.7
TKT509961,2025-01-19,Email,Cards,Loan Query,Positive,Medium,Pending,34.8,4.2
TKT508423,2025-01-20,Email,Account,Payment Failed,Negative,High,Pending,40.3,2.5
TKT511843,2025-01-20,Phone,Cards,Card Issue,Positive,Critical,Pending,38.0,4.4
TKT508453,2025-01-20,Phone,Payments,Payment Failed,Negative,High,Pending,36.4,2.7
TKT511158,2025-01-20,Chat,Account,Refund Delay,Negative,Low,Resolved,27.5,2.4
TKT503441,2025-01-20,Email,Account,Card Issue,Positive,Medium,Pending,35.0,3.4
TKT505601,2025-01-20,Social,Loans,Refund Delay,Neutral,Low,Resolved,26.6,4.7
TKT501257,2025-01-20,Chat,Mobile App,Login Issue,Negative,High,Resolved,24.4,3.2
TKT501322,2025-01-20,Chat,Account,Refund Delay,Negative,High,Resolved,29.1,2.9
TKT504060,2025-01-20,Chat,Account,Loan Query,Positive,High,Resolved,22.5,3.3
TKT503465,2025-01-20,Phone,Mobile App,Payment Failed,Negative,High,Resolved,26.9,2.3
TKT507453,2025-01-20,Social,Mobile App,Payment Failed,Negative,High,Pending,32.6,3.6
TKT501388,2025-01-20,Chat,Loans,Login Issue,Neutral,Medium,Resolved,17.0,3.2
TKT507313,2025-01-20,Chat,Cards,Payment Failed,Neutral,Medium,Pending,30.8,3.6
TKT503877,2025-01-20,Social,Payments,Login Issue,Negative,High,Resolved,29.7,2.1
TKT503993,2025-01-20,Phone,Cards,Login Issue,Positive,Critical,Pending,35.2,4.1
TKT501921,2025-01-20,Email,Mobile App,Login Issue,Negative,High,Pending,48.6,2.5
TKT501789,2025-01-20,Chat,Payments,Card Issue,Positive,High,Pending,32.9,3.9
TKT500610,2025-01-20,Chat,Cards,Payment Failed,Neutral,Low,Resolved,19.6,4.4
TKT501840,2025-01-20,Chat,Cards,Payment Failed,Negative,High,Resolved,27.2,2.4
TKT509851,2025-01-20,Chat,Cards,Login Issue,Neutral,High,Resolved,23.1,3.6
TKT506988,2025-01-20,Chat,Cards,Refund Delay,Neutral,Medium,Resolved,19.7,4.6
TKT504588,2025-01-21,Chat,Mobile App,Payment Failed,Neutral,High,Resolved,26.4,3.4
TKT510802,2025-01-21,Phone,Payments,Login Issue,Neutral,Low,Resolved,26.1,4.0
TKT510808,2025-01-21,Chat,Mobile App,Login Issue,Neutral,High,Pending,30.5,3.9
TKT500226,2025-01-21,Chat,Account,Login Issue,Positive,Medium,Resolved,18.8,3.8
TKT505438,2025-01-21,Chat,Mobile App,Refund Delay,Positive,Medium,Resolved,14.3,4.2
TKT504962,2025-01-21,Social,Account,Loan Query,Neutral,High,Escalated,61.3,3.0
TKT503546,2025-01-21,Phone,Payments,Loan Query,Negative,High,Pending,32.4,1.8
TKT500551,2025-01-21,Phone,Loans,Login Issue,Neutral,Medium,Resolved,20.5,3.9
TKT501066,2025-01-21,Email,Cards,Card Issue,Negative,High,Pending,42.2,2.9
TKT510485,2025-01-21,Chat,Mobile App,App Bug,Neutral,High,Pending,41.0,3.8
TKT503669,2025-01-21,Email,Payments,Card Issue,Neutral,Medium,Pending,43.3,4.9
TKT511947,2025-01-21,Phone,Payments,Loan Query,Neutral,Low,Pending,39.2,3.9
TKT511957,2025-01-21,Email,Account,Refund Delay,Negative,Critical,Pending,52.3,2.7
TKT511836,2025-01-21,Email,Payments,Payment Failed,Positive,Low,Pending,37.5,4.0
TKT504694,2025-01-21,Social,Cards,Refund Delay,Negative,High,Pending,36.7,2.7
TKT503517,2025-01-21,Phone,Account,Loan Query,Neutral,High,Resolved,26.9,3.3
TKT502918,2025-01-21,Chat,Payments,Refund Delay,Negative,High,Pending,44.5,3.5
TKT506599,2025-01-21,Phone,Cards,Payment Failed,Negative,Critical,Pending,43.0,2.4
TKT506637,2025-01-21,Chat,Mobile App,Card Issue,Negative,High,Resolved,21.9,2.2
TKT507976,2025-01-21,Chat,Loans,App Bug,Positive,Low,Resolved,28.9,4.5
TKT511454,2025-01-21,Email,Cards,Card Issue,Positive,Medium,Pending,53.6,4.1
TKT510117,2025-01-21,Email,Loans,Refund Delay,Neutral,Medium,Escalated,61.8,4.0
TKT506454,2025-01-21,Email,Loans,Loan Query,Positive,High,Pending,42.6,3.7
TKT501328,2025-01-21,Email,Cards,Refund Delay,Neutral,Low,Pending,37.3,3.1
TKT509739,2025-01-21,Chat,Cards,Payment Failed,Negative,High,Resolved,26.6,2.8
TKT508197,2025-01-21,Email,Mobile App,App Bug,Negative,Medium,Pending,31.9,2.1
TKT509327,2025-01-21,Email,Account,Loan Query,Negative,Medium,Pending,36.3,2.2
TKT507252,2025-01-21,Chat,Mobile App,Refund Delay,Neutral,Medium,Resolved,15.7,4.1
TKT503304,2025-01-21,Chat,Payments,App Bug,Positive,Medium,Resolved,29.1,3.1
TKT507160,2025-01-22,Phone,Mobile App,Payment Failed,Negative,Critical,Pending,36.4,2.7
TKT502805,2025-01-22,Social,Cards,Refund Delay,Neutral,Low,Pending,30.3,3.4
TKT509381,2025-01-22,Phone,Account,Account Access,Negative,Medium,Resolved,27.6,3.2
TKT509742,2025-01-22,Social,Loans,Payment Failed,Positive,Medium,Resolved,21.4,3.5
TKT511672,2025-01-22,Chat,Account,Payment Failed,Neutral,Medium,Pending,30.3,3.7
TKT510963,2025-01-22,Email,Cards,Login Issue,Negative,High,Escalated,66.1,2.6
TKT510801,2025-01-22,Social,Loans,Login Issue,Positive,Medium,Pending,44.1,3.0
TKT511488,2025-01-22,Email,Cards,Refund Delay,Negative,Medium,Pending,38.0,2.5
TKT507156,2025-01-22,Social,Account,Card Issue,Positive,High,Pending,36.6,4.3
TKT510679,2025-01-22,Email,Payments,Account Access,Positive,Low,Pending,35.7,4.5
TKT501786,2025-01-22,Phone,Account,App Bug,Neutral,Medium,Pending,51.0,3.9
TKT504151,2025-01-22,Email,Payments,Payment Failed,Negative,High,Pending,39.8,2.3
TKT511855,2025-01-22,Phone,Mobile App,Login Issue,Negative,High,Pending,32.0,2.7
TKT511832,2025-01-22,Chat,Mobile App,Loan Query,Negative,Low,Resolved,15.7,3.4
TKT506370,2025-01-22,Chat,Cards,Login Issue,Positive,Low,Resolved,19.7,4.3
TKT511789,2025-01-22,Chat,Account,Card Issue,Neutral,Medium,Resolved,13.8,3.6
TKT501383,2025-01-22,Chat,Loans,Refund Delay,Neutral,High,Pending,30.5,4.6
TKT501524,2025-01-22,Email,Payments,Payment Failed,Positive,High,Pending,44.1,3.6
TKT510228,2025-01-22,Phone,Mobile App,Payment Failed,Neutral,Medium,Resolved,23.8,4.2
TKT503795,2025-01-22,Phone,Cards,Refund Delay,Neutral,Medium,Resolved,22.9,3.1
TKT505972,2025-01-23,Chat,Mobile App,Payment Failed,Neutral,High,Resolved,23.9,4.0
TKT504675,2025-01-23,Social,Mobile App,Payment Failed,Positive,Medium,Pending,41.2,3.3
TKT501867,2025-01-23,Social,Payments,Loan Query,Negative,High,Pending,40.7,2.9
TKT502081,2025-01-23,Email,Loans,Payment Failed,Neutral,Medium,Pending,47.7,3.6
TKT505497,2025-01-23,Chat,Account,Card Issue,Negative,High,Pending,36.9,2.0
TKT502094,2025-01-23,Email,Mobile App,Refund Delay,Negative,Low,Pending,45.8,3.1
TKT505779,2025-01-23,Email,Cards,Loan Query,Positive,Medium,Pending,34.9,3.4
TKT510788,2025-01-23,Chat,Mobile App,Login Issue,Negative,Low,Resolved,16.5,2.8
TKT507365,2025-01-23,Email,Mobile App,Payment Failed,Negative,Medium,Pending,52.8,3.5
TKT505409,2025-01-23,Phone,Loans,Payment Failed,Positive,Medium,Pending,32.6,3.0
TKT510469,2025-01-23,Phone,Mobile App,Login Issue,Negative,High,Pending,44.2,2.6
TKT511881,2025-01-23,Email,Loans,Refund Delay,Positive,Medium,Pending,32.2,3.2
TKT502975,2025-01-23,Social,Account,Payment Failed,Negative,Low,Pending,31.0,2.0
TKT510115,2025-01-23,Email,Payments,App Bug,Negative,Low,Pending,52.0,2.9
TKT508726,2025-01-23,Phone,Cards,Payment Failed,Negative,Medium,Resolved,21.4,3.2
TKT506331,2025-01-23,Chat,Cards,Account Access,Neutral,Low,Pending,33.6,4.3
TKT508654,2025-01-23,Phone,Mobile App,Refund Delay,Negative,Low,Pending,38.8,3.5
TKT505294,2025-01-23,Phone,Cards,Payment Failed,Negative,Medium,Pending,30.5,2.1
TKT501675,2025-01-23,Chat,Mobile App,Loan Query,Neutral,Critical,Pending,47.9,3.5
TKT502932,2025-01-23,Email,Payments,Refund Delay,Negative,High,Pending,42.3,2.7
TKT500975,2025-01-24,Social,Account,Payment Failed,Negative,Low,Pending,31.3,3.1
TKT501528,2025-01-24,Chat,Payments,Payment Failed,Negative,High,Resolved,21.8,3.1
TKT504335,2025-01-24,Chat,Account,Login Issue,Negative,Medium,Resolved,16.4,2.7
TKT511645,2025-01-24,Chat,Mobile App,Loan Query,Neutral,Medium,Resolved,23.9,3.8
TKT502651,2025-01-24,Email,Cards,Login Issue,Positive,Low,Pending,54.0,2.7
TKT511922,2025-01-24,Chat,Account,Card Issue,Negative,High,Pending,41.0,2.2
TKT502292,2025-01-24,Chat,Account,Refund Delay,Positive,Low,Resolved,14.3,3.4
TKT501983,2025-01-24,Email,Loans,Payment Failed,Neutral,Low,Pending,42.2,4.4
TKT501927,2025-01-24,Email,Account,Loan Query,Neutral,Medium,Pending,36.5,4.6
TKT504232,2025-01-24,Chat,Cards,Login Issue,Negative,Low,Resolved,22.9,2.7
TKT501390,2025-01-24,Email,Loans,App Bug,Negative,High,Pending,40.6,2.7
TKT500996,2025-01-24,Chat,Mobile App,App Bug,Negative,High,Resolved,26.6,2.3
TKT510847,2025-01-24,Email,Cards,Payment Failed,Neutral,Medium,Pending,39.4,3.8
TKT500629,2025-01-24,Phone,Payments,Account Access,Negative,High,Pending,39.8,3.5
TKT500843,2025-01-24,Chat,Payments,Refund Delay,Negative,Medium,Pending,36.5,2.7
TKT510398,2025-01-24,Social,Payments,Account Access,Neutral,Low,Resolved,27.7,3.6
TKT507635,2025-01-24,Phone,Payments,Loan Query,Positive,Low,Pending,34.9,3.9
TKT506517,2025-01-24,Chat,Payments,Loan Query,Positive,High,Pending,38.2,3.9
TKT500337,2025-01-24,Chat,Payments,Card Issue,Positive,Medium,Resolved,22.9,3.4
TKT510515,2025-01-24,Email,Mobile App,Login Issue,Neutral,Low,Pending,41.1,3.8
TKT509465,2025-01-24,Social,Payments,Refund Delay,Negative,High,Pending,52.3,2.8
TKT508985,2025-01-24,Email,Loans,App Bug,Neutral,High,Escalated,64.4,3.5
TKT509173,2025-01-24,Social,Mobile App,App Bug,Positive,Low,Resolved,22.3,3.3
TKT507810,2025-01-25,Email,Cards,Account Access,Negative,High,Pending,43.0,3.5
TKT511561,2025-01-25,Email,Payments,Refund Delay,Negative,High,Pending,49.0,2.4
TKT502524,2025-01-25,Chat,Mobile App,Card Issue,Neutral,Low,Resolved,18.0,4.1
TKT511383,2025-01-25,Chat,Payments,Loan Query,Negative,Medium,Resolved,21.1,3.5
TKT501169,2025-01-25,Chat,Payments,Login Issue,Negative,High,Resolved,24.3,2.3
TKT511558,2025-01-25,Chat,Account,Payment Failed,Negative,High,Resolved,20.3,2.5
TKT505236,2025-01-25,Chat,Mobile App,Loan Query,Negative,Low,Resolved,18.3,1.6
TKT505436,2025-01-25,Chat,Payments,Card Issue,Positive,High,Pending,32.0,4.4
TKT505284,2025-01-25,Phone,Account,App Bug,Negative,Low,Resolved,29.8,2.3
TKT500089,2025-01-25,Chat,Account,Account Access,Negative,Low,Resolved,17.9,2.4
TKT506890,2025-01-25,Chat,Account,Account Access,Neutral,Critical,Pending,38.5,3.2
TKT505634,2025-01-25,Phone,Cards,App Bug,Neutral,Medium,Pending,36.2,3.4
TKT509326,2025-01-25,Email,Cards,Login Issue,Positive,Medium,Pending,41.1,3.5
TKT506009,2025-01-25,Email,Mobile App,Login Issue,Negative,High,Pending,43.0,2.1
TKT502944,2025-01-25,Phone,Payments,App Bug,Positive,Medium,Resolved,22.3,3.0
TKT511669,2025-01-25,Phone,Payments,Card Issue,Positive,Low,Resolved,20.4,3.4
TKT500882,2025-01-25,Chat,Mobile App,Card Issue,Positive,Medium,Resolved,14.9,3.9
TKT507056,2025-01-25,Email,Mobile App,Card Issue,Positive,Medium,Pending,36.0,4.7
TKT504109,2025-01-25,Social,Cards,Account Access,Negative,High,Pending,33.0,2.4
TKT502825,2025-01-26,Social,Mobile App,Refund Delay,Neutral,Low,Pending,35.3,3.3
TKT507445,2025-01-26,Chat,Loans,Login Issue,Neutral,Low,Resolved,24.3,4.9
TKT502113,2025-01-26,Social,Mobile App,Loan Query,Negative,High,Pending,47.1,2.5
TKT500204,2025-01-26,Email,Mobile App,Login Issue,Negative,High,Pending,39.2,2.1
TKT505444,2025-01-26,Email,Account,Card Issue,Positive,Low,Pending,37.5,3.4
TKT507485,2025-01-26,Chat,Cards,Card Issue,Negative,Low,Pending,31.4,2.4
TKT505666,2025-01-26,Email,Cards,Loan Query,Neutral,Medium,Pending,51.1,4.5
TKT508072,2025-01-26,Chat,Loans,Payment Failed,Negative,High,Pending,39.4,2.1
TKT503539,2025-01-26,Social,Account,Payment Failed,Negative,High,Pending,31.8,3.2
TKT507487,2025-01-26,Social,Cards,Login Issue,Negative,Low,Resolved,28.3,2.7
TKT509731,2025-01-26,Chat,Loans,Refund Delay,Negative,High,Pending,34.1,3.1
TKT500445,2025-01-26,Chat,Account,App Bug,Negative,High,Resolved,22.0,2.1
TKT502609,2025-01-26,Phone,Payments,Refund Delay,Neutral,Low,Pending,35.2,4.6
TKT511218,2025-01-26,Email,Loans,Account Access,Negative,Critical,Pending,47.9,2.7
TKT508143,2025-01-26,Email,Mobile App,Login Issue,Neutral,Medium,Pending,42.3,4.8
TKT502066,2025-01-26,Email,Mobile App,App Bug,Negative,Medium,Pending,48.1,2.3
TKT508054,2025-01-26,Phone,Account,Loan Query,Neutral,Low,Resolved,25.3,3.4
TKT504345,2025-01-26,Email,Payments,Login Issue,Negative,High,Pending,38.0,1.7
TKT500244,2025-01-26,Chat,Payments,Refund Delay,Neutral,Medium,Resolved,16.3,2.8
TKT502512,2025-01-26,Chat,Account,App Bug,Negative,Medium,Resolved,16.9,2.4
TKT500927,2025-01-26,Chat,Mobile App,Login Issue,Neutral,Low,Resolved,20.4,4.3
